review_id,appid,lang,role
128646169,1517290,en,gold
128730943,1517290,en,gold
131956225,1517290,en,gold
134660250,1517290,en,gold
134787552,1517290,en,gold
138046622,1517290,en,gold
139010201,1517290,en,gold
141349298,1517290,en,gold
144887338,1517290,en,gold
145673235,1517290,en,gold
148106736,1517290,en,gold
148309924,1517290,en,gold
148847974,1517290,en,gold
149771448,1517290,en,gold
153305475,1517290,en,gold
153874625,1517290,en,gold
154111235,1517290,en,gold
154414590,1517290,en,gold
155985761,1517290,en,gold
156147423,1517290,en,gold
156424122,1517290,en,gold
160230188,1517290,en,gold
162183848,1517290,en,gold
165000355,1517290,en,gold
165012233,1517290,en,gold
165239451,1517290,en,gold
168740258,1517290,en,gold
169210435,1517290,en,gold
169635597,1517290,en,gold
181410485,1517290,en,gold
182240648,1517290,en,gold
187604092,1517290,en,gold
190315573,1517290,en,gold
190428727,1517290,en,gold
195596689,1517290,en,gold
197192421,1517290,en,gold
199240427,1517290,en,gold
199562176,1517290,en,gold
200576882,1517290,en,gold
200913626,1517290,en,gold
203148627,1517290,en,gold
203252121,1517290,en,gold
203797574,1517290,en,gold
206084017,1517290,en,gold
209972082,1517290,en,gold
103038751,1517290,ja,gold
103060254,1517290,ja,gold
103065612,1517290,ja,gold
103109507,1517290,ja,gold
103129103,1517290,ja,gold
103133866,1517290,ja,gold
103147626,1517290,ja,gold
103190817,1517290,ja,gold
103192568,1517290,ja,gold
103196306,1517290,ja,gold
103268474,1517290,ja,gold
103400173,1517290,ja,gold
103680009,1517290,ja,gold
104311686,1517290,ja,gold
104678405,1517290,ja,gold
104822137,1517290,ja,gold
104848807,1517290,ja,gold
105063048,1517290,ja,gold
105136945,1517290,ja,gold
105178035,1517290,ja,gold
105187780,1517290,ja,gold
105997105,1517290,ja,gold
106064192,1517290,ja,gold
106899412,1517290,ja,gold
106971767,1517290,ja,gold
108193208,1517290,ja,gold
108266294,1517290,ja,gold
108322561,1517290,ja,gold
108369107,1517290,ja,gold
108530900,1517290,ja,gold
109312309,1517290,ja,gold
109435072,1517290,ja,gold
111802417,1517290,ja,gold
112275079,1517290,ja,gold
114120383,1517290,ja,gold
114837190,1517290,ja,gold
116792926,1517290,ja,gold
124369907,1517290,ja,gold
127829370,1517290,ja,gold
127836866,1517290,ja,gold
128961997,1517290,ja,gold
131641403,1517290,ja,gold
132041232,1517290,ja,gold
132057607,1517290,ja,gold
133026162,1517290,ja,gold
134755123,1517290,ja,gold
136997749,1517290,ja,gold
140734857,1517290,ja,gold
148258481,1517290,ja,gold
149184402,1517290,ja,gold
150337505,1517290,ja,gold
154248542,1517290,ja,gold
156526979,1517290,ja,gold
160896062,1517290,ja,gold
170255596,1517290,ja,gold
196794562,1517290,ja,gold
207716768,1517290,ja,gold
150161464,1517290,zh,gold
150213875,1517290,zh,gold
150296466,1517290,zh,gold
150412187,1517290,zh,gold
150431293,1517290,zh,gold
150975371,1517290,zh,gold
151243523,1517290,zh,gold
151365164,1517290,zh,gold
152072404,1517290,zh,gold
152337788,1517290,zh,gold
152399924,1517290,zh,gold
153714669,1517290,zh,gold
155551317,1517290,zh,gold
155619538,1517290,zh,gold
155746240,1517290,zh,gold
159117669,1517290,zh,gold
159677098,1517290,zh,gold
160159011,1517290,zh,gold
160597044,1517290,zh,gold
160833211,1517290,zh,gold
160872644,1517290,zh,gold
160906390,1517290,zh,gold
161245821,1517290,zh,gold
161309793,1517290,zh,gold
161344519,1517290,zh,gold
161656478,1517290,zh,gold
162106925,1517290,zh,gold
162425475,1517290,zh,gold
162714441,1517290,zh,gold
163079008,1517290,zh,gold
163982633,1517290,zh,gold
165186688,1517290,zh,gold
166259317,1517290,zh,gold
167460693,1517290,zh,gold
169400750,1517290,zh,gold
170071249,1517290,zh,gold
170861813,1517290,zh,gold
171319008,1517290,zh,gold
171529509,1517290,zh,gold
171621368,1517290,zh,gold
173460752,1517290,zh,gold
173799809,1517290,zh,gold
175429878,1517290,zh,gold
175919193,1517290,zh,gold
176391178,1517290,zh,gold
176485865,1517290,zh,gold
177962904,1517290,zh,gold
177972605,1517290,zh,gold
178099292,1517290,zh,gold
178650786,1517290,zh,gold
179641409,1517290,zh,gold
181787465,1517290,zh,gold
186533455,1517290,zh,gold
188325714,1517290,zh,gold
188956364,1517290,zh,gold
190712045,1517290,zh,gold
196619313,1517290,zh,gold
199023426,1517290,zh,gold
201062419,1517290,zh,gold
201285984,1517290,zh,gold
201713787,1517290,zh,gold
202517780,1517290,zh,gold
203100320,1517290,zh,gold
203444916,1517290,zh,gold
205483891,1517290,zh,gold
207931397,1517290,zh,gold
221255069,1517290,zh,gold
230101417,1517290,zh,gold
