review_id,appid,lang,steam_language,eligible_target_buckets,precision_tiers,matched_keyword_families,text_len
200796462,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,59
200802179,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,137
200803069,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,14
200807368,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,17
200808871,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,33
200816218,1245620,en,english,access_exclusion,broad,access_exclusion:broad:Steam Deck,136
200824065,1517290,en,english,access_exclusion,broad,access_exclusion:broad:BIOS,185
200824265,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,77
200825151,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,37
200841738,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:BIOS,498
200855387,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,242
200862272,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,302
200863161,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,363
200867536,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,25
200873735,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,708
200881837,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,219
200886188,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:BIOS,402
200886901,1517290,en,english,access_exclusion,broad,access_exclusion:broad:BIOS,149
200887200,1517290,en,english,access_exclusion,broad,access_exclusion:broad:BIOS,279
200914574,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,65
200916066,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:Linux,545
200922522,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,71
200927252,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,173
200933342,1517290,en,english,access_exclusion,broad,access_exclusion:broad:BIOS,92
200947133,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:UEFI|access_exclusion:broad:motherboard,237
200952759,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:BIOS,615
200953752,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,25
200955516,1517290,en,english,access_exclusion,broad,access_exclusion:broad:BIOS,178
200955777,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,24
200958694,1517290,en,english,access_exclusion,broad,access_exclusion:broad:BIOS,549
200962735,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,506
200965402,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,324
200976436,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:BIOS,535
200981002,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,28
200982385,1517290,en,english,access_exclusion,broad,access_exclusion:broad:BIOS,90
200988673,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,58
200988937,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,69
200997012,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:BIOS,95
200997520,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,223
201000012,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,126
201008497,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,25
201008553,1517290,en,english,access_exclusion,broad,access_exclusion:broad:BIOS,422
201009904,1517290,en,english,access_exclusion,broad,access_exclusion:broad:BIOS,65
201010700,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:BIOS,251
201016911,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,30
201018367,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,54
201018602,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,31
201025373,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:BIOS,74
201032210,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,60
201059574,1517290,en,english,access_exclusion,broad,access_exclusion:broad:BIOS,194
201073116,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,109
201074588,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:BIOS,107
201084825,1517290,en,english,access_exclusion,broad,access_exclusion:broad:BIOS,437
201086847,1517290,en,english,access_exclusion,broad,access_exclusion:broad:BIOS,64
201100898,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:BIOS,135
201109222,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,153
201116222,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:BIOS,273
201122545,1517290,en,english,access_exclusion,broad,access_exclusion:broad:BIOS,429
201143623,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,131
201144576,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:BIOS,120
201150139,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:BIOS,59
201152048,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,85
201154594,1517290,en,english,access_exclusion,broad,access_exclusion:broad:BIOS,259
201160843,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,303
201161488,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,167
201162850,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:TPM,56
201164055,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,74
201164658,1517290,en,english,access_exclusion,broad,access_exclusion:broad:BIOS,132
201165799,1517290,en,english,access_exclusion,broad,access_exclusion:broad:BIOS,61
201168051,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,114
201168923,1517290,en,english,access_exclusion,broad,access_exclusion:broad:BIOS,112
201172390,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,151
201173019,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:BIOS,151
201175381,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,29
201177312,1517290,en,english,access_exclusion,broad,access_exclusion:broad:BIOS,70
201178881,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,205
201179096,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,16
201181696,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:motherboard,117
201183212,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,588
201184971,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,104
201185381,1517290,en,english,access_exclusion,broad,access_exclusion:broad:BIOS|access_exclusion:broad:motherboard,447
201185970,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,43
201188848,1517290,en,english,access_exclusion,broad|high,access_exclusion:high:secureboot required→can't play|access_exclusion:broad:Secure Boot,194
201190418,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:BIOS,190
201194248,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,167
201196502,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:BIOS,356
201197721,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,777
201198978,1517290,en,english,access_exclusion,broad,access_exclusion:broad:BIOS,123
201200523,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:BIOS,132
201203492,1517290,en,english,access_exclusion,broad,access_exclusion:broad:BIOS,320
201204588,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,21
201206872,1517290,en,english,access_exclusion,broad,access_exclusion:broad:BIOS,106
201209769,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,85
201211923,1245620,en,english,access_exclusion,broad,access_exclusion:broad:Steam Deck,556
201214311,1245620,en,english,access_exclusion,broad,access_exclusion:broad:Steam Deck,424
201217569,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:Linux|access_exclusion:broad:motherboard,361
201220408,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,128
201224466,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:BIOS,107
201224674,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:BIOS,519
201226434,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,367
201228375,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:BIOS,124
201228706,1517290,en,english,access_exclusion,broad,access_exclusion:broad:BIOS,52
201229559,1517290,en,english,access_exclusion,broad,access_exclusion:broad:BIOS,70
201230531,1517290,en,english,access_exclusion,broad,access_exclusion:broad:BIOS,103
201232136,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,22
201232992,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,227
201233106,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,115
201235598,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,53
201235687,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:BIOS,61
201236701,1517290,en,english,access_exclusion,broad,access_exclusion:broad:BIOS,81
201244766,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:BIOS,1470
201245334,1517290,en,english,access_exclusion,broad,access_exclusion:broad:BIOS,40
201246136,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:BIOS,38
201250768,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,31
201253751,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,119
201257911,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:BIOS,159
201261717,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,64
201262253,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,12
201266275,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:BIOS,135
201270697,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,16
201273179,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,55
201273848,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:Linux|access_exclusion:broad:Steam Deck,213
201283021,1517290,en,english,access_exclusion,broad,access_exclusion:broad:BIOS,66
201283865,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:BIOS,59
201293827,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,43
201294945,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,178
201297535,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,22
201298521,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,71
201298531,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:TPM|access_exclusion:broad:motherboard,500
201301322,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,262
201303294,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,128
201303784,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,144
201307379,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,332
201314655,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,164
201320454,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,325
201322109,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,132
201323327,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:BIOS,99
201331139,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,221
201332000,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:BIOS,258
201336426,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,31
201341476,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:BIOS,108
201341964,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,91
201343482,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,48
201358297,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,38
201363990,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:BIOS,107
201368575,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:BIOS,126
201368580,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,74
201370009,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,18
201372145,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,771
201373665,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,24
201375014,1517290,en,english,access_exclusion,broad,access_exclusion:broad:BIOS,86
201375661,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,635
201376914,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,475
201380988,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:BIOS,338
201381803,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,42
201382077,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,53
201384292,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,126
201384638,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,113
201391392,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,346
201394373,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,160
201395199,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:BIOS,176
201396159,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,133
201402482,1517290,en,english,access_exclusion,broad,access_exclusion:broad:BIOS,222
201403045,1517290,en,english,access_exclusion,broad,access_exclusion:broad:BIOS,88
201405442,1517290,en,english,access_exclusion,broad,access_exclusion:broad:BIOS,168
201409139,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:BIOS,193
201413021,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:TPM,305
201419428,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,105
201420640,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,108
201422459,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,27
201424473,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Linux,25
201425862,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,144
201439740,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:BIOS,127
201445375,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,20
201447343,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,15
201449292,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,55
201454375,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,22
201455705,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,27
201457792,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,51
201457950,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,120
201461066,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,175
201462940,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,778
201467285,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,106
201468742,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,300
201469719,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:BIOS,144
201470163,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,349
201472419,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,114
201474596,1517290,en,english,access_exclusion,broad,access_exclusion:broad:BIOS,282
201475145,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:BIOS,518
201478957,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,108
201506248,1245620,en,english,access_exclusion,broad,access_exclusion:broad:Steam Deck,140
201510772,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,150
201513954,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:Linux|access_exclusion:broad:UEFI,1255
201523055,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,117
201526711,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,134
201527944,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,53
201528970,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,17
201535887,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:BIOS,84
201538815,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,26
201540188,1517290,en,english,access_exclusion,broad,access_exclusion:broad:BIOS,94
201542573,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,99
201544412,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:motherboard,128
201548800,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,86
201548831,1517290,en,english,access_exclusion,broad,access_exclusion:broad:BIOS,345
201551237,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,229
201554474,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:TPM|access_exclusion:broad:BIOS|access_exclusion:broad:UEFI,406
201562313,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,105
201566042,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,70
201566382,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,106
201571620,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,114
201572864,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,323
201578337,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,180
201584984,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,44
201585220,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,38
201587454,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,34
201587743,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,80
201587997,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,16
201588277,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,23
201590051,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,39
201592767,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,125
201597340,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:motherboard,412
201598352,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,51
201602442,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,122
201603070,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,66
201603553,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,650
201613781,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,29
201614768,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,139
201615004,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,138
201616051,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,182
201628356,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:TPM|access_exclusion:broad:motherboard,455
201633853,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,21
201634567,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,12
201634903,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:BIOS,93
201644287,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:Linux,183
201644516,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,391
201646498,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,311
201665052,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,354
201668650,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,89
201673472,1517290,en,english,access_exclusion,broad,access_exclusion:broad:BIOS,74
201673484,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,737
201674321,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:BIOS,61
201680626,1517290,en,english,access_exclusion,broad,access_exclusion:broad:BIOS,230
201692659,1517290,en,english,access_exclusion,broad|high,access_exclusion:high:secureboot required→can't play|access_exclusion:broad:Secure Boot|access_exclusion:broad:motherboard,1056
201698323,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,121
201700602,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:motherboard,262
201701921,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,136
201716770,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,119
201723134,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,42
201728140,1517290,en,english,access_exclusion,broad,access_exclusion:broad:BIOS,158
201729762,1517290,en,english,access_exclusion,broad,access_exclusion:broad:BIOS,38
201732959,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,64
201750931,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,41
201754964,1517290,en,english,access_exclusion,broad,access_exclusion:broad:kernel,149
201757275,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,111
201762100,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,27
201767354,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,43
201793569,1517290,en,english,access_exclusion,broad,access_exclusion:broad:BIOS,186
201798486,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:BIOS,120
201798910,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:BIOS,510
201799719,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,17
201800460,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,149
201802834,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,38
201803466,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,14
201810393,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,32
201821687,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:TPM|access_exclusion:broad:motherboard,206
201822051,1517290,en,english,access_exclusion,broad,access_exclusion:broad:BIOS,284
201845609,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,130
201851174,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,463
201852508,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:BIOS,227
201854118,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,22
201856910,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:BIOS,345
201862036,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,50
201863493,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Proton,61
201880482,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:BIOS,114
201883006,1517290,en,english,access_exclusion,broad,access_exclusion:broad:BIOS,282
201890332,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,34
201893409,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,126
201897916,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,84
201906190,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,16
201907937,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,17
201923418,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,100
201927102,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,158
201933043,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,78
201941737,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:motherboard,110
201942495,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,348
201944492,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,147
201946653,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:BIOS,247
201950279,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:BIOS,129
201951448,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,210
201957163,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,191
201965539,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,297
201974965,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,262
201984945,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,41
202008543,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,30
202023715,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,249
202093840,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,102
202109656,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,62
202120583,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,51
202122195,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,34
202147431,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,62
202147766,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,49
202169488,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,67
202197235,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,62
202206359,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:BIOS,254
202210756,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,199
202216167,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,40
202223731,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,30
202263950,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,1625
202287333,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,124
202365292,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,110
202375559,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,488
202391580,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot,16
202400047,1517290,en,english,access_exclusion,broad,access_exclusion:broad:Secure Boot|access_exclusion:broad:motherboard,306
202408713,1517290,en,english,access_exclusion,broad,access_exclusion:broad:kernel,64
